"","년도","학기","학번(입학연도)","class_number","소속","교과목번호","교과목명","이수구분","교직영역","선택영역","학점","등급","평가방식","평점","재수강"
"16585","2017","2학기","13","s532","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16586","2017","2학기","13","s532","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B+","GRADE","3.5",NA
"16587","2017","2학기","13","s532","전자정보공학대학 컴퓨터공학과","004600","디지털신호처리","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16588","2017","2학기","13","s532","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5","2014-2 002493 이산수학(학부)"
"16589","2017","2학기","13","s532","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16590","2017","겨울학기","13","s532","전자정보공학대학 컴퓨터공학과","008073","심화프로그래밍설계","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16591","2018","1학기","13","s532","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0","2013-1 004038 C프로그래밍(학부)"
"16592","2018","1학기","13","s532","전자정보공학대학 컴퓨터공학과","010418","자기주도창의전공Ⅰ","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16593","2018","1학기","13","s532","전자정보공학대학 컴퓨터공학과","010419","자기주도창의전공Ⅱ","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16594","2017","2학기","13","s533","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B0","GRADE","3.0",NA
"16595","2017","2학기","13","s533","전자정보공학대학 컴퓨터공학과","008066","모바일프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16596","2017","2학기","13","s533","전자정보공학대학 컴퓨터공학과","P00013","전공인턴십1","연선",NA,NA,"3","P","P/NP","0.0",NA
"16597","2017","2학기","13","s534","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","C+","GRADE","2.5","2014-2 003276 컴퓨터구조론(학부)"
"16598","2017","2학기","13","s534","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B0","GRADE","3.0",NA
"16599","2017","2학기","13","s534","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C0","GRADE","2.0",NA
"16600","2017","2학기","13","s534","전자정보공학대학 컴퓨터공학과","009973","소프트웨어특강2","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16601","2017","겨울학기","13","s534","전자정보공학대학 컴퓨터공학과","008071","객체지향설계기술","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16602","2018","1학기","13","s534","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B0","GRADE","3.0",NA
"16603","2018","1학기","13","s534","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C+","GRADE","2.5","2017-1 004310 운영체제(학부)"
"16604","2018","1학기","13","s534","전자정보공학대학 컴퓨터공학과","010111","졸업연구및진로1","전선",NA,NA,"1","P","P/I","0.0",NA
"16605","2018","1학기","13","s534","전자정보공학대학 컴퓨터공학과","010418","자기주도창의전공Ⅰ","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16606","2018","1학기","13","s534","전자정보공학대학 컴퓨터공학과","010419","자기주도창의전공Ⅱ","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16607","2017","2학기","13","s535","전자정보공학대학 컴퓨터공학과","006566","지능형시스템","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16608","2017","2학기","13","s535","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16609","2018","1학기","13","s536","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16610","2018","1학기","13","s536","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16611","2018","1학기","13","s536","전자정보공학대학 컴퓨터공학과","009959","확률통계및프로그래밍","전선",NA,NA,"3","D0","GRADE","1.0",NA
"16612","2017","2학기","13","s537","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16613","2017","2학기","13","s537","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B+","GRADE","3.5",NA
"16614","2017","2학기","13","s537","전자정보공학대학 컴퓨터공학과","009954","알고리즘및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"16615","2017","2학기","13","s537","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16616","2018","1학기","13","s537","전자정보공학대학 컴퓨터공학과","006135","정보보호개론","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16617","2018","1학기","13","s537","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16618","2018","1학기","13","s537","전자정보공학대학 컴퓨터공학과","007313","프로그래밍언어의개념","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16619","2017","2학기","13","s540","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","FA","GRADE","0.0",NA
"16620","2017","2학기","13","s540","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"16621","2017","2학기","13","s540","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","C0","GRADE","2.0",NA
"16622","2017","2학기","13","s542","전자정보공학대학 컴퓨터공학과","004600","디지털신호처리","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16623","2017","2학기","13","s542","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"16624","2018","1학기","13","s542","전자정보공학대학 컴퓨터공학과","002505","인공지능","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16625","2018","1학기","13","s542","전자정보공학대학 컴퓨터공학과","006135","정보보호개론","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16626","2018","1학기","13","s542","전자정보공학대학 컴퓨터공학과","006478","무선통신","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16627","2018","1학기","13","s542","전자정보공학대학 컴퓨터공학과","009966","소프트웨어특강1","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16628","2018","1학기","13","s542","전자정보공학대학 컴퓨터공학과","010111","졸업연구및진로1","전선",NA,NA,"1","P","P/I","0.0",NA
"16629","2017","2학기","13","s544","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16630","2017","2학기","13","s544","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","B0","GRADE","3.0","2014-2 003276 컴퓨터구조론(학부)"
"16631","2017","2학기","13","s544","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B0","GRADE","3.0",NA
"16632","2017","2학기","13","s544","전자정보공학대학 컴퓨터공학과","009954","알고리즘및실습","전필",NA,NA,"4","F","GRADE","0.0",NA
"16633","2018","1학기","13","s544","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","C+","GRADE","2.5",NA
"16634","2018","1학기","13","s544","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C+","GRADE","2.5",NA
"16635","2018","1학기","13","s544","전자정보공학대학 컴퓨터공학과","005246","신호및시스템","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16636","2018","1학기","13","s544","전자정보공학대학 컴퓨터공학과","009959","확률통계및프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16637","2017","2학기","13","s545","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16638","2017","2학기","13","s545","전자정보공학대학 컴퓨터공학과","001769","소프트웨어공학","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16639","2017","2학기","13","s545","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필",NA,NA,"3","B0","GRADE","3.0",NA
"16640","2017","2학기","13","s545","전자정보공학대학 컴퓨터공학과","004600","디지털신호처리","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16641","2018","1학기","13","s545","전자정보공학대학 컴퓨터공학과","006478","무선통신","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16642","2017","2학기","13","s546","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16643","2017","2학기","13","s546","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B+","GRADE","3.5",NA
"16644","2017","2학기","13","s546","전자정보공학대학 컴퓨터공학과","005617","Unix프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16645","2017","2학기","13","s546","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16646","2017","2학기","13","s546","전자정보공학대학 컴퓨터공학과","300686","고급인터넷응용","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16647","2017","겨울학기","13","s546","전자정보공학대학 컴퓨터공학과","008073","심화프로그래밍설계","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16648","2018","1학기","13","s546","전자정보공학대학 컴퓨터공학과","009960","Capstone디자인(산학협력프로젝트)","전필",NA,NA,"6","A+","GRADE","4.5",NA
"16649","2018","1학기","13","s546","전자정보공학대학 컴퓨터공학과","083645","인공지능특론","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16650","2018","1학기","13","s546","전자정보공학대학 컴퓨터공학과","300740","정보보호개론","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16651","2017","2학기","13","s548","전자정보공학대학 컴퓨터공학과","001082","마이크로컴퓨터","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16652","2017","2학기","13","s548","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16653","2017","2학기","13","s548","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16654","2017","2학기","13","s548","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16655","2018","1학기","13","s548","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16656","2018","1학기","13","s548","전자정보공학대학 컴퓨터공학과","009959","확률통계및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16657","2017","2학기","13","s551","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","F","GRADE","0.0",NA
"16658","2017","2학기","13","s551","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","C0","GRADE","2.0",NA
"16659","2017","2학기","13","s551","전자정보공학대학 컴퓨터공학과","008636","멀티코어프로그래밍","전선",NA,NA,"3","FA","GRADE","0.0",NA
"16660","2017","2학기","13","s551","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","F","GRADE","0.0",NA
"16661","2017","2학기","13","s552","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16662","2017","2학기","13","s552","전자정보공학대학 컴퓨터공학과","001769","소프트웨어공학","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16663","2017","2학기","13","s552","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B+","GRADE","3.5",NA
"16664","2017","2학기","13","s552","전자정보공학대학 컴퓨터공학과","004600","디지털신호처리","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16665","2017","2학기","13","s552","전자정보공학대학 컴퓨터공학과","009967","특허와창업","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16666","2018","1학기","13","s552","전자정보공학대학 컴퓨터공학과","002505","인공지능","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16667","2018","1학기","13","s552","전자정보공학대학 컴퓨터공학과","006478","무선통신","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16668","2017","2학기","13","s553","전자정보공학대학 컴퓨터공학과","001769","소프트웨어공학","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16669","2017","2학기","13","s553","전자정보공학대학 컴퓨터공학과","004600","디지털신호처리","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16670","2017","2학기","13","s553","전자정보공학대학 컴퓨터공학과","008066","모바일프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16671","2017","2학기","13","s553","전자정보공학대학 컴퓨터공학과","009967","특허와창업","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16672","2017","2학기","13","s553","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16673","2018","1학기","13","s554","전자정보공학대학 컴퓨터공학과","005246","신호및시스템","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16674","2017","2학기","13","s555","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","A0","GRADE","4.0","2014-2 003276 컴퓨터구조론(학부)"
"16675","2017","2학기","13","s555","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","B+","GRADE","3.5",NA
"16676","2017","2학기","13","s555","전자정보공학대학 컴퓨터공학과","005636","멀티미디어","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16677","2017","2학기","13","s555","전자정보공학대학 컴퓨터공학과","008066","모바일프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16678","2017","겨울학기","13","s555","전자정보공학대학 컴퓨터공학과","008071","객체지향설계기술","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16679","2018","1학기","13","s555","전자정보공학대학 컴퓨터공학과","002505","인공지능","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16680","2018","1학기","13","s555","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16681","2018","1학기","13","s555","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16682","2017","2학기","13","s556","전자정보공학대학 컴퓨터공학과","009967","특허와창업","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16683","2017","2학기","13","s556","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16684","2017","2학기","13","s559","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16685","2017","2학기","13","s559","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"16686","2017","2학기","13","s559","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16687","2018","1학기","13","s559","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16688","2018","1학기","13","s559","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0","2014-1 006237 웹프로그래밍(학부)"
"16689","2018","1학기","13","s559","전자정보공학대학 컴퓨터공학과","009952","자료구조및실습","전필",NA,NA,"4","F","GRADE","0.0",NA
"16690","2017","2학기","13","s560","전자정보공학대학 컴퓨터공학과","001082","마이크로컴퓨터","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16691","2017","2학기","13","s560","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","A0","GRADE","4.0",NA
"16692","2017","2학기","13","s560","전자정보공학대학 컴퓨터공학과","009954","알고리즘및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"16693","2017","2학기","13","s560","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16694","2018","1학기","13","s560","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","A0","GRADE","4.0",NA
"16695","2018","1학기","13","s560","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16696","2018","1학기","13","s560","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16697","2018","1학기","13","s560","전자정보공학대학 컴퓨터공학과","010084","오픈소스SW공학","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16698","2017","2학기","13","s561","전자정보공학대학 컴퓨터공학과","010071","창업아이디어의사업화2","연선",NA,NA,"3","B+","GRADE","3.5",NA
"16699","2018","1학기","13","s562","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16700","2018","1학기","13","s562","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16701","2018","1학기","13","s562","전자정보공학대학 컴퓨터공학과","009959","확률통계및프로그래밍","전선",NA,NA,"3","D0","GRADE","1.0",NA
"16702","2017","2학기","13","s672","전자정보공학대학 컴퓨터공학과","P00024","전공인턴십12","전선",NA,NA,"12","P","P/NP","0.0",NA
"16703","2017","2학기","13","s673","전자정보공학대학 컴퓨터공학과","004599","통신시스템","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16704","2017","2학기","13","s673","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"16705","2017","2학기","13","s673","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"16706","2017","2학기","13","s673","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16707","2017","2학기","13","s673","전자정보공학대학 컴퓨터공학과","009967","특허와창업","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16708","2017","겨울학기","13","s673","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16709","2018","1학기","13","s673","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B+","GRADE","3.5",NA
"16710","2018","1학기","13","s673","전자정보공학대학 컴퓨터공학과","005246","신호및시스템","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16711","2018","1학기","13","s673","전자정보공학대학 컴퓨터공학과","006132","영상처리","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16712","2018","1학기","13","s673","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16713","2018","1학기","13","s673","전자정보공학대학 컴퓨터공학과","007640","VHDL프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16714","2018","1학기","13","s673","전자정보공학대학 컴퓨터공학과","009952","자료구조및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"16715","2017","2학기","13","s675","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","C+","GRADE","2.5","2015-여름 001725 선형대수(학부)"
"16716","2017","2학기","13","s675","전자정보공학대학 컴퓨터공학과","007330","확률및통계","전선",NA,NA,"3","C+","GRADE","2.5","2015-1 007330 확률및통계(학부)"
"16717","2017","2학기","13","s675","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C0","GRADE","2.0","2015-여름 002493 이산수학(학부)"
"16718","2017","2학기","13","s675","전자정보공학대학 컴퓨터공학과","010418","자기주도창의전공Ⅰ","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16719","2017","2학기","13","s675","전자정보공학대학 컴퓨터공학과","010419","자기주도창의전공Ⅱ","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16720","2017","2학기","13","s675","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16721","2018","1학기","13","s675","전자정보공학대학 컴퓨터공학과","P00013","전공인턴십1","전선",NA,NA,"3","P","P/NP","0.0",NA
"16722","2017","2학기","13","s678","전자정보공학대학 컴퓨터공학과","P00013","전공인턴십1","전선",NA,NA,"3","P","P/NP","0.0",NA
"16723","2017","2학기","13","s679","전자정보공학대학 컴퓨터공학과","001769","소프트웨어공학","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16724","2017","2학기","13","s679","전자정보공학대학 컴퓨터공학과","009967","특허와창업","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16725","2017","2학기","13","s679","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16726","2017","겨울학기","13","s679","전자정보공학대학 컴퓨터공학과","008073","심화프로그래밍설계","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16727","2018","1학기","13","s679","전자정보공학대학 컴퓨터공학과","010084","오픈소스SW공학","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16728","2017","2학기","13","s686","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16729","2017","2학기","13","s686","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16730","2018","1학기","13","s686","전자정보공학대학 컴퓨터공학과","002505","인공지능","전선",NA,NA,"3","C0","GRADE","2.0",NA
"16731","2018","1학기","13","s686","전자정보공학대학 컴퓨터공학과","006132","영상처리","전선",NA,NA,"3","D0","GRADE","1.0",NA
"16732","2017","2학기","14","s694","전자정보공학대학 컴퓨터공학과","P00012","ICT인턴십4","전선",NA,NA,"12","P","P/NP","0.0",NA
"16733","2017","2학기","14","s695","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","B+","GRADE","3.5",NA
"16734","2018","1학기","14","s695","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","C+","GRADE","2.5",NA
"16735","2018","1학기","14","s695","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16736","2018","1학기","14","s695","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16737","2018","1학기","14","s695","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0","2014-1 004109 프로그래밍1(학부)"
"16738","2018","1학기","14","s695","전자정보공학대학 컴퓨터공학과","009952","자료구조및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"16739","2017","2학기","14","s696","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","A0","GRADE","4.0","2015-1 005130 JAVA프로그래밍(학부)"
"16740","2017","2학기","14","s696","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16741","2018","1학기","14","s696","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16742","2018","1학기","14","s696","전자정보공학대학 컴퓨터공학과","009960","Capstone디자인(산학협력프로젝트)","전필",NA,NA,"6","B+","GRADE","3.5",NA
"16743","2017","2학기","14","s698","전자정보공학대학 컴퓨터공학과","001769","소프트웨어공학","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16744","2017","2학기","14","s698","전자정보공학대학 컴퓨터공학과","005636","멀티미디어","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16745","2017","2학기","14","s698","전자정보공학대학 컴퓨터공학과","009488","ES-3D애니메이션SW의활용","연선",NA,NA,"3","A0","GRADE","4.0",NA
"16746","2017","2학기","14","s698","전자정보공학대학 컴퓨터공학과","009961","선형대수및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16747","2017","2학기","14","s698","전자정보공학대학 컴퓨터공학과","010422","K-MOOC:파이썬을이용한빅데이터분석","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16748","2018","1학기","14","s698","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","C0","GRADE","2.0",NA
"16749","2018","1학기","14","s699","전자정보공학대학 컴퓨터공학과","006478","무선통신","전선",NA,NA,"3","A+","GRADE","4.5",NA
"16750","2017","2학기","14","s702","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","B+","GRADE","3.5",NA
"16751","2017","2학기","14","s702","전자정보공학대학 컴퓨터공학과","005636","멀티미디어","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16752","2017","2학기","14","s702","전자정보공학대학 컴퓨터공학과","009954","알고리즘및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"16753","2017","2학기","14","s702","전자정보공학대학 컴퓨터공학과","009955","이산수학및프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16754","2017","2학기","14","s702","전자정보공학대학 컴퓨터공학과","009956","문제해결및실습:JAVA","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16755","2018","1학기","14","s702","전자정보공학대학 컴퓨터공학과","003281","컴퓨터그래픽스","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16756","2018","1학기","14","s702","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","B+","GRADE","3.5",NA
"16757","2018","1학기","14","s702","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16758","2018","1학기","14","s702","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16759","2017","2학기","14","s703","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","C+","GRADE","2.5",NA
"16760","2017","2학기","14","s703","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","D0","GRADE","1.0",NA
"16761","2017","2학기","14","s703","전자정보공학대학 컴퓨터공학과","009954","알고리즘및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"16762","2018","1학기","14","s703","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","A0","GRADE","4.0",NA
"16763","2018","1학기","14","s703","전자정보공학대학 컴퓨터공학과","005246","신호및시스템","전선",NA,NA,"3","B+","GRADE","3.5",NA
"16764","2018","1학기","14","s703","전자정보공학대학 컴퓨터공학과","006478","무선통신","전선",NA,NA,"3","B0","GRADE","3.0",NA
"16765","2018","1학기","14","s703","전자정보공학대학 컴퓨터공학과","009959","확률통계및프로그래밍","전선",NA,NA,"3","A0","GRADE","4.0",NA
"16766","2017","2학기","14","s707","전자정보공학대학 컴퓨터공학과","008066","모바일프로그래밍","전선",NA,NA,"3","A0","GRADE","4.0",NA
