"","년도","학기","학번(입학연도)","class_number","소속","교과목번호","교과목명","이수구분","교직영역","선택영역","학점","등급","평가방식","평점","재수강"
"189","2012","2학기","12","s77","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","A0","GRADE","4.0",NA
"190","2013","1학기","12","s77","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B+","GRADE","3.5",NA
"191","2015","2학기","12","s77","전자정보공학대학 컴퓨터공학과","002010","알고리즘","전필",NA,NA,"3","B+","GRADE","3.5",NA
"192","2015","2학기","12","s77","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","B+","GRADE","3.5",NA
"193","2015","2학기","12","s77","전자정보공학대학 컴퓨터공학과","005130","JAVA프로그래밍","전선",NA,NA,"3","A+","GRADE","4.5",NA
"194","2016","1학기","12","s77","전자정보공학대학 컴퓨터공학과","004268","데이터구조론","전필",NA,NA,"3","A0","GRADE","4.0","2013-1 004268 데이터구조론(학부)"
"195","2016","1학기","12","s77","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","B+","GRADE","3.5",NA
"196","2016","1학기","12","s77","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","A+","GRADE","4.5",NA
"197","2016","1학기","12","s77","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","A0","GRADE","4.0",NA
"198","2016","2학기","12","s77","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","B+","GRADE","3.5",NA
"199","2016","2학기","12","s77","전자정보공학대학 컴퓨터공학과","001769","소프트웨어공학","전선",NA,NA,"3","A+","GRADE","4.5",NA
"200","2016","2학기","12","s77","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","A+","GRADE","4.5",NA
"201","2016","2학기","12","s77","전자정보공학대학 컴퓨터공학과","005636","멀티미디어","전선",NA,NA,"3","A0","GRADE","4.0","2015-2 005636 멀티미디어(학부)"
"202","2012","1학기","12","s78","전자정보공학대학 컴퓨터공학과","006473","C++프로그래밍","전필",NA,NA,"3","B+","GRADE","3.5",NA
"203","2012","2학기","12","s78","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","B+","GRADE","3.5",NA
"204","2013","1학기","12","s78","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B0","GRADE","3.0",NA
"205","2013","1학기","12","s78","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","연선",NA,NA,"3","C+","GRADE","2.5",NA
"206","2013","1학기","12","s78","전자정보공학대학 컴퓨터공학과","007589","기초프로그래밍설계","전선",NA,NA,"3","C0","GRADE","2.0",NA
"207","2013","2학기","12","s78","전자정보공학대학 컴퓨터공학과","001082","마이크로컴퓨터","전선",NA,NA,"3","C+","GRADE","2.5",NA
"208","2013","2학기","12","s78","전자정보공학대학 컴퓨터공학과","002010","알고리즘","전선",NA,NA,"3","C0","GRADE","2.0",NA
"209","2013","2학기","12","s78","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전선",NA,NA,"3","C+","GRADE","2.5",NA
"210","2013","2학기","12","s78","전자정보공학대학 컴퓨터공학과","005130","JAVA프로그래밍","전선",NA,NA,"3","C0","GRADE","2.0",NA
"211","2013","2학기","12","s78","전자정보공학대학 컴퓨터공학과","005636","멀티미디어","전선",NA,NA,"3","C+","GRADE","2.5",NA
"212","2014","1학기","12","s78","전자정보공학대학 컴퓨터공학과","003281","컴퓨터그래픽스","연선",NA,NA,"3","D+","GRADE","1.5",NA
"213","2014","1학기","12","s78","전자정보공학대학 컴퓨터공학과","004268","데이터구조론","전필",NA,NA,"3","B0","GRADE","3.0","2013-1 004268 데이터구조론(학부)"
"214","2014","1학기","12","s78","전자정보공학대학 컴퓨터공학과","004310","운영체제","전선",NA,NA,"3","C+","GRADE","2.5",NA
"215","2014","2학기","12","s78","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전선","기본이수",NA,"3","D0","GRADE","1.0",NA
"216","2014","2학기","12","s78","전자정보공학대학 컴퓨터공학과","007730","20세기디자인과문화","연선",NA,"예술과생활","3","C0","GRADE","2.0",NA
"217","2014","겨울학기","12","s78","전자정보공학대학 컴퓨터공학과","009644","ES-미래기술과엔터테인먼트","연선",NA,"예술과생활","3","B+","GRADE","3.5",NA
"218","2015","1학기","12","s78","전자정보공학대학 컴퓨터공학과","006132","영상처리","연선",NA,NA,"3","C0","GRADE","2.0",NA
"219","2015","1학기","12","s78","전자정보공학대학 컴퓨터공학과","006710","만화의이해","연선",NA,"예술과생활","3","C+","GRADE","2.5",NA
"220","2015","2학기","12","s78","전자정보공학대학 컴퓨터공학과","009488","ES-3D애니메이션SW의활용","연선",NA,"예술과생활","3","B0","GRADE","3.0",NA
"221","2015","2학기","12","s78","전자정보공학대학 컴퓨터공학과","009732","ES-인턴쉽실무2","연선",NA,NA,"3","A+","GRADE","4.5",NA
"222","2012","2학기","12","s79","전자정보공학대학 컴퓨터공학과","006473","C++프로그래밍","전필",NA,NA,"3","A+","GRADE","4.5",NA
"223","2012","2학기","12","s79","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","B0","GRADE","3.0",NA
"224","2015","1학기","12","s79","전자정보공학대학 컴퓨터공학과","004038","C프로그래밍","전필",NA,NA,"3","B+","GRADE","3.5","2012-1 004038 C프로그래밍(학부)"
"225","2015","1학기","12","s79","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B+","GRADE","3.5",NA
"226","2015","2학기","12","s79","전자정보공학대학 컴퓨터공학과","002010","알고리즘","전선",NA,NA,"3","B0","GRADE","3.0",NA
"227","2015","2학기","12","s79","전자정보공학대학 컴퓨터공학과","002493","이산수학","전선",NA,NA,"3","C+","GRADE","2.5",NA
"228","2015","2학기","12","s79","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전선",NA,NA,"3","B0","GRADE","3.0",NA
"229","2015","2학기","12","s79","전자정보공학대학 컴퓨터공학과","004268","데이터구조론","전필",NA,NA,"3","B+","GRADE","3.5","2015-1 004268 데이터구조론(학부)"
"230","2015","2학기","12","s79","전자정보공학대학 컴퓨터공학과","005130","JAVA프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"231","2016","1학기","12","s79","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","B+","GRADE","3.5",NA
"232","2016","1학기","12","s79","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"233","2016","1학기","12","s79","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","B0","GRADE","3.0",NA
"234","2016","2학기","12","s79","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","B0","GRADE","3.0",NA
"235","2016","2학기","12","s79","전자정보공학대학 컴퓨터공학과","003272","컴파일러","전선",NA,NA,"3","B0","GRADE","3.0",NA
"236","2016","2학기","12","s79","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필","기본이수",NA,"3","A+","GRADE","4.5",NA
"237","2016","2학기","12","s79","전자정보공학대학 컴퓨터공학과","005617","Unix프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"238","2016","2학기","12","s79","전자정보공학대학 컴퓨터공학과","005636","멀티미디어","전선",NA,NA,"3","A+","GRADE","4.5",NA
"239","2016","2학기","12","s79","전자정보공학대학 컴퓨터공학과","006564","닷넷프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"240","2014","2학기","12","s80","전자정보공학대학 컴퓨터공학과","004038","C프로그래밍","전필",NA,NA,"3","B0","GRADE","3.0","2012-1 004038 C프로그래밍(학부)"
"241","2012","1학기","12","s81","전자정보공학대학 컴퓨터공학과","004038","C프로그래밍","전필",NA,NA,"3","A0","GRADE","4.0",NA
"242","2012","2학기","12","s81","전자정보공학대학 컴퓨터공학과","006473","C++프로그래밍","전필",NA,NA,"3","A+","GRADE","4.5",NA
"243","2012","2학기","12","s81","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","B+","GRADE","3.5",NA
"244","2015","1학기","12","s81","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B+","GRADE","3.5",NA
"245","2015","1학기","12","s81","전자정보공학대학 컴퓨터공학과","004268","데이터구조론","전필",NA,NA,"3","A0","GRADE","4.0",NA
"246","2015","1학기","12","s81","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"247","2015","2학기","12","s81","전자정보공학대학 컴퓨터공학과","001725","선형대수","전선",NA,NA,"3","B+","GRADE","3.5",NA
"248","2015","2학기","12","s81","전자정보공학대학 컴퓨터공학과","002010","알고리즘","전필",NA,NA,"3","B+","GRADE","3.5",NA
"249","2015","2학기","12","s81","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전선",NA,NA,"3","B+","GRADE","3.5",NA
"250","2015","2학기","12","s81","전자정보공학대학 컴퓨터공학과","005130","JAVA프로그래밍","전선",NA,NA,"3","A+","GRADE","4.5",NA
"251","2016","1학기","12","s81","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","A0","GRADE","4.0",NA
"252","2016","1학기","12","s81","전자정보공학대학 컴퓨터공학과","006474","C#프로그래밍","전선",NA,NA,"3","A0","GRADE","4.0",NA
"253","2016","1학기","12","s81","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","B+","GRADE","3.5",NA
"254","2016","1학기","12","s81","전자정보공학대학 컴퓨터공학과","007313","프로그래밍언어의개념","전선",NA,NA,"3","A+","GRADE","4.5",NA
"255","2016","1학기","12","s81","전자정보공학대학 컴퓨터공학과","009960","Capstone디자인(산학협력프로젝트)","전필",NA,NA,"6","A+","GRADE","4.5",NA
"256","2016","2학기","12","s81","전자정보공학대학 컴퓨터공학과","003272","컴파일러","전선",NA,NA,"3","A+","GRADE","4.5",NA
"257","2016","2학기","12","s81","전자정보공학대학 컴퓨터공학과","006564","닷넷프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"258","2016","겨울학기","12","s81","전자정보공학대학 컴퓨터공학과","P00019","전공인턴십7","전선",NA,NA,"6","P","P/NP","0.0",NA
"259","2012","1학기","12","s82","전자정보공학대학 컴퓨터공학과","004038","C프로그래밍","전필",NA,NA,"3","A0","GRADE","4.0",NA
"260","2012","2학기","12","s82","전자정보공학대학 컴퓨터공학과","006473","C++프로그래밍","전필",NA,NA,"3","A+","GRADE","4.5",NA
"261","2012","2학기","12","s82","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","B+","GRADE","3.5",NA
"262","2015","1학기","12","s83","전자정보공학대학 컴퓨터공학과","004038","C프로그래밍","전필",NA,NA,"3","C+","GRADE","2.5","2012-1 004038 C프로그래밍(학부)"
"263","2016","2학기","12","s83","전자정보공학대학 컴퓨터공학과","005130","JAVA프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"264","2012","1학기","12","s84","전자정보공학대학 컴퓨터공학과","006473","C++프로그래밍","전필",NA,NA,"3","A0","GRADE","4.0",NA
"265","2012","2학기","12","s84","전자정보공학대학 컴퓨터공학과","006324","XML프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"266","2012","2학기","12","s84","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","A0","GRADE","4.0",NA
"267","2013","1학기","12","s84","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","D+","GRADE","1.5",NA
"268","2013","1학기","12","s84","전자정보공학대학 컴퓨터공학과","004268","데이터구조론","전필",NA,NA,"3","B0","GRADE","3.0",NA
"269","2013","1학기","12","s84","전자정보공학대학 컴퓨터공학과","006237","웹프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"270","2013","2학기","12","s84","전자정보공학대학 컴퓨터공학과","002010","알고리즘","전필",NA,NA,"3","C0","GRADE","2.0",NA
"271","2013","2학기","12","s84","전자정보공학대학 컴퓨터공학과","002493","이산수학","전선",NA,NA,"3","C0","GRADE","2.0",NA
"272","2013","2학기","12","s84","전자정보공학대학 컴퓨터공학과","003284","컴퓨터네트워크","전필",NA,NA,"3","C+","GRADE","2.5",NA
"273","2013","2학기","12","s84","전자정보공학대학 컴퓨터공학과","005130","JAVA프로그래밍","전선",NA,NA,"3","B+","GRADE","3.5",NA
"274","2016","1학기","12","s84","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","B0","GRADE","3.0",NA
"275","2016","1학기","12","s84","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","B0","GRADE","3.0",NA
"276","2016","1학기","12","s84","전자정보공학대학 컴퓨터공학과","007330","확률및통계","전선",NA,NA,"3","F","GRADE","0.0",NA
"277","2012","1학기","12","s85","전자정보공학대학 컴퓨터공학과","004038","C프로그래밍","전필",NA,NA,"3","B+","GRADE","3.5",NA
"278","2012","2학기","12","s85","전자정보공학대학 컴퓨터공학과","006473","C++프로그래밍","전필",NA,NA,"3","B0","GRADE","3.0",NA
"279","2012","2학기","12","s85","전자정보공학대학 컴퓨터공학과","007311","공학설계기초","전필",NA,NA,"3","B0","GRADE","3.0",NA
"280","2013","2학기","12","s85","전자정보공학대학 컴퓨터공학과","002010","알고리즘","전필",NA,NA,"3","B0","GRADE","3.0",NA
"281","2013","2학기","12","s85","전자정보공학대학 컴퓨터공학과","003276","컴퓨터구조론","전필",NA,NA,"3","B0","GRADE","3.0",NA
"282","2014","1학기","12","s85","전자정보공학대학 컴퓨터공학과","004268","데이터구조론","전필",NA,NA,"3","B+","GRADE","3.5",NA
"283","2014","1학기","12","s85","전자정보공학대학 컴퓨터공학과","004310","운영체제","전필",NA,NA,"3","B+","GRADE","3.5",NA
"284","2014","1학기","12","s85","전자정보공학대학 컴퓨터공학과","007219","데이터베이스","전선",NA,NA,"3","B0","GRADE","3.0",NA
"285","2014","1학기","12","s85","전자정보공학대학 컴퓨터공학과","007330","확률및통계","전선",NA,NA,"3","B+","GRADE","3.5",NA
"286","2014","2학기","12","s85","전자정보공학대학 컴퓨터공학과","F01322","웹프로그래밍","전선",NA,NA,"3","P","P/NP","0.0",NA
"287","2014","2학기","12","s85","전자정보공학대학 컴퓨터공학과","F01926","인공지능","전선",NA,NA,"3","P","P/NP","0.0",NA
"288","2015","1학기","12","s85","전자정보공학대학 컴퓨터공학과","002953","전산특강1","전선",NA,NA,"3","A+","GRADE","4.5",NA
"289","2015","1학기","12","s85","전자정보공학대학 컴퓨터공학과","004118","디지털시스템","전필",NA,NA,"3","B+","GRADE","3.5",NA
"290","2015","1학기","12","s85","전자정보공학대학 컴퓨터공학과","005246","신호및시스템","전선",NA,NA,"3","B+","GRADE","3.5",NA
"291","2015","1학기","12","s85","전자정보공학대학 컴퓨터공학과","006478","무선통신","전선",NA,NA,"3","B+","GRADE","3.5",NA
